hit_chance,period,p99,p99_lower,p99_upper
0.39556,0.013999999999999997,2.1234482291398833,1.9913245500157837,2.183141150614147
0.32359,0.012999999999999998,3.295341788064461,3.1812955630750652,3.4228966288322633
0.23774,0.011999999999999999,11.352464027830626,10.749293407782432,12.075820353612551
0.13295,0.011,4350.697686601259,3816.3047967485,4863.997982566855
0.58519,0.017999999999999995,1.1988657818068695,1.1978978606694621,1.2110504057178377
0.45462,0.014999999999999996,1.5767015612009323,1.5556337384668864,1.5893394414800013
0.50462,0.015999999999999993,1.3652507229583253,1.3183397040944878,1.374658752713507
0.54746,0.016999999999999994,1.2202018303572908,1.1455831716788831,1.2965046540731124
0.69324,0.021999999999999992,1.0659379017785549,1.0351079734446134,1.0659379017785549
0.67057,0.02099999999999999,1.0216650218970265,1.0145141656067782,1.1036696666512855
0.64555,0.01999999999999999,1.0087846634277082,1.0039649509519206,1.0351844949946574
0.61765,0.018999999999999993,1.0997892578549158,1.0785483006865448,1.0997892578549158
0.76053,0.02599999999999999,1.0099752165122267,1.0099752165122267,1.0099752165122267
0.71325,0.02299999999999999,0.8886082109235951,0.8886082109235951,0.8886082109235951
0.73035,0.023999999999999987,0.9301366216629197,0.9301366216629197,0.9520075143735558
0.74641,0.024999999999999988,0.9706027230519003,0.9706027230519003,0.9706027230519003
0.80649,0.029999999999999985,0.8745974012036767,0.8745974012036767,0.8745974012036767
0.79613,0.028999999999999984,1.1125054873246172,0.8456918604913051,1.1125054873246172
0.78546,0.027999999999999983,1.0853549067161614,1.067485850622513,1.0853549067161614
0.77326,0.026999999999999986,1.0482311522102292,1.0482311522102292,1.0482311522102292
0.83971,0.03399999999999998,0.9862704172411249,0.9862704172411249,0.9862704172411249
0.83273,0.03299999999999998,0.956577615170527,0.956577615170527,0.956577615170527
0.81582,0.030999999999999982,0.9027194754467535,0.9027194754467535,0.9027194754467535
0.82464,0.03199999999999998,0.930047268486332,0.930047268486332,0.9475388657026116
0.86436,0.03799999999999998,1.1208046833947871,1.1208046833947871,1.1208046833947871
0.84629,0.034999999999999976,1.020410638896072,1.020410638896072,1.020410638896072
0.85878,0.03699999999999998,1.0876906191225386,1.0876906191225386,1.0876906191225386
0.85269,0.035999999999999976,1.0542219745628019,1.0542219745628019,1.0542219745628019
0.88286,0.041999999999999975,1.2495357340482212,1.2495357340482212,1.2495357340482212
0.87877,0.040999999999999974,1.2179259468653905,1.2179259468653905,1.2179259468653905
0.87412,0.03999999999999997,1.1859301407779186,1.1859301407779186,1.1859301407779186
0.86918,0.03899999999999998,1.1535540332400753,1.1535540332400753,1.1535540332400753
0.89408,0.04499999999999997,1.3420088629368072,1.3420088629368072,1.3420088629368072
0.89749,0.04599999999999997,1.3720395683628062,1.3720395683628062,1.3720395683628062
0.89052,0.04399999999999997,1.3115803956135959,1.3115803956135959,1.3115803956135959
0.88677,0.04299999999999997,1.2807550092607125,1.2807550092607125,1.2807550092607125
0.90689,0.04899999999999997,0.9887781690656771,0.9887781690656771,1.321294487946289
0.90104,0.04699999999999997,1.4016718754318807,1.4016718754318807,1.4016718754318807
0.90408,0.047999999999999966,1.4309059488510365,0.966355173681468,1.4309059488510365
0.90972,0.04999999999999997,1.0109953684669462,1.0109953684669462,1.3426786554587673
0.91737,0.052999999999999964,1.107848582582183,1.107848582582183,1.107848582582183
0.91491,0.05199999999999996,1.0575214635807437,1.0575214635807437,1.0575214635807437
0.91962,0.053999999999999965,1.158760710959205,1.158760710959205,1.158760710959205
0.91247,0.05099999999999996,1.0330032133190192,1.0330032133190192,1.0330032133190192
0.9241,0.05599999999999996,1.2622153795707787,1.2622153795707787,1.2622153795707787
0.92775,0.05799999999999996,1.3676535330953041,1.1809917441930504,1.3676535330953041
0.9221,0.054999999999999966,1.2102260716090365,1.2102260716090365,1.2102260716090365
0.92606,0.05699999999999996,1.314700320085841,1.314700320085841,1.314700320085841
0.92967,0.058999999999999955,1.201248685107868,1.201248685107868,1.421048596578749
0.93306,0.06099999999999996,1.2410935427825076,1.2410935427825076,1.5290631723040227
0.93136,0.059999999999999956,1.2212826037338187,1.2212826037338187,1.2212826037338187
0.93462,0.06199999999999996,1.2606817778573614,1.2606817778573614,1.2606817778573614
0.93887,0.06499999999999995,1.3181161418280727,1.3181161418280727,1.3181161418280727
0.93612,0.06299999999999996,1.280047799626097,1.280047799626097,1.280047799626097
0.94023,0.06599999999999995,1.3368203733356423,1.3368203733356423,1.3368203733356423
0.93754,0.06399999999999996,1.2991922970814955,1.2991922970814955,1.2991922970814955
0.94445,0.06899999999999995,1.3916269547771787,1.3916269547771787,1.3916269547771787
0.94564,0.06999999999999995,1.4094651909364506,1.4094651909364506,1.4094651909364506
0.94307,0.06799999999999995,1.3735746440989345,1.3735746440989345,1.3735746440989345
0.94158,0.06699999999999995,1.3553061851039394,1.3553061851039394,1.3553061851039394
0.94886,0.07299999999999995,1.4617127768668177,1.4617127768668177,1.4617127768668177
0.94794,0.07199999999999995,1.444506276427811,1.444506276427811,1.444506276427811
0.94981,0.07399999999999994,1.478712486848995,1.478712486848995,1.478712486848995
0.9469,0.07099999999999995,1.4270910375474444,1.4270910375474444,1.4270910375474444
0.95073,0.07499999999999994,1.4955074248430908,1.4955074248430908,1.4955074248430908
0.95243,0.07699999999999994,1.5284913656133368,1.5284913656133368,1.5284913656133368
0.95163,0.07599999999999994,1.5120996721258328,1.5120996721258328,1.5120996721258328
0.95328,0.07799999999999994,1.5446846911766916,1.5446846911766916,1.5446846911766916
0.95575,0.08099999999999993,1.5920969258662503,1.5920969258662503,1.5920969258662503
0.95404,0.07899999999999995,1.5606818774220785,1.5606818774220785,1.5606818774220785
0.95654,0.08199999999999993,1.6075194091761988,1.6075194091761988,1.6075194091761988
0.95479,0.07999999999999995,1.5764851899193737,1.5764851899193737,1.5764851899193737
0.95812,0.08399999999999994,1.637806020509035,1.637806020509035,1.637806020509035
0.95891,0.08499999999999994,1.6526748913785114,1.6526748913785114,1.6526748913785114
0.95956,0.08599999999999994,1.6673639015564719,1.6673639015564719,1.6673639015564719
0.95729,0.08299999999999993,1.6227549859779247,1.6227549859779247,1.6227549859779247
0.96021,0.08699999999999994,1.6818749015782166,1.6818749015782166,1.6818749015782166
0.96092,0.08799999999999994,1.6962109191140582,1.6962109191140582,1.6962109191140582
0.96234,0.08999999999999993,1.724367625055704,1.724367625055704,1.724367625055704
0.96172,0.08899999999999994,1.7103743588553344,1.7103743588553344,1.7103743588553344
0.9629,0.09099999999999993,1.7381931189218367,1.7381931189218367,1.7381931189218367
0.96365,0.09199999999999993,1.7518532360349837,1.7518532360349837,1.7518532360349837
0.96426,0.09299999999999993,1.7653503638179844,1.7653503638179844,1.7653503638179844
0.96482,0.09399999999999993,1.7786868790873736,1.7786868790873736,1.7786868790873736
0.96546,0.09499999999999993,1.7918651457431896,1.7918651457431896,1.7918651457431896
0.96614,0.09599999999999993,1.8048875126473354,1.8048875126473354,1.8048875126473354
0.96662,0.09699999999999992,1.8177563117275686,1.8177563117275686,1.8177563117275686
