hit_chance,period,p99,p99_lower,p99_upper
0.96715,0.09799999999999992,1.8304738563237306,1.8304738563237306,1.8304738563237306
0.96875,0.10099999999999992,1.8677418544357605,1.8677418544357605,1.8677418544357605
0.96771,0.09899999999999992,1.843042439772485,1.843042439772485,1.843042439772485
0.96923,0.10199999999999992,1.8798771276305373,1.8798771276305373,1.8798771276305373
0.96825,0.09999999999999992,1.8554643663433072,1.8554643663433072,1.8554643663433072
0.97015,0.10399999999999993,1.9037298179242068,1.9037298179242068,1.9037298179242068
0.96975,0.10299999999999992,1.8918723891770348,1.8918723891770348,1.8918723891770348
0.97089,0.10599999999999991,1.9270397672732749,1.9270397672732749,1.9270397672732749
0.9705,0.10499999999999993,1.9154515677856432,1.9154515677856432,1.9154515677856432
0.97125,0.10699999999999991,1.938496490147004,1.938496490147004,1.938496490147004
0.97171,0.10799999999999992,1.9498238088023352,1.9498238088023352,1.9498238088023352
0.97206,0.10899999999999992,1.9610238035734637,1.9610238035734637,1.9610238035734637
0.97235,0.10999999999999992,1.9792738434312964,1.9792738434312964,1.9792738434312964
0.97298,0.11199999999999992,2.016737117179231,2.016737117179231,2.016737117179231
0.97263,0.11099999999999992,1.9980369970590752,1.9980369970590752,1.9980369970590752
0.97331,0.1129999999999999,2.0353744773431792,2.0353744773431792,2.0353744773431792
0.97363,0.11399999999999991,2.053949368896312,2.053949368896312,2.053949368896312
0.97483,0.11799999999999991,2.1276306424940374,2.1276306424940374,2.1276306424940374
0.9739,0.11499999999999991,2.0724620999533565,2.0724620999533565,2.0724620999533565
0.97425,0.11599999999999991,2.090912994416205,2.090912994416205,2.090912994416205
0.97457,0.11699999999999991,2.109302391032586,2.109302391032586,2.109302391032586
0.9752,0.11899999999999991,2.145898114571673,2.145898114571673,2.145898114571673
0.97575,0.12099999999999991,2.182252244125445,2.182252244125445,2.182252244125445
0.97547,0.11999999999999991,2.16410518528829,2.16410518528829,2.16410518528829
0.97606,0.1219999999999999,2.200339691264137,2.200339691264137,2.200339691264137
0.9766,0.1239999999999999,2.2363374003365157,2.2363374003365157,2.2363374003365157
0.97636,0.1229999999999999,2.218367936857824,2.218367936857824,2.218367936857824
0.97713,0.1259999999999999,2.2721017010843063,2.2721017010843063,2.2721017010843063
0.97693,0.1249999999999999,2.25424850974075,2.25424850974075,2.25424850974075
0.97731,0.1269999999999999,2.2898974177445286,2.2898974177445286,2.2898974177445286
0.97753,0.1279999999999999,2.3076361098792115,2.3076361098792115,2.3076361098792115
0.97799,0.1299999999999999,2.3429442517842896,2.3429442517842896,2.3429442517842896
0.97774,0.1289999999999999,2.325318233868993,2.325318233868993,2.325318233868993
0.97891,0.1339999999999999,2.412896675346763,2.412896675346763,2.412896675346763
0.97826,0.1309999999999999,2.3605146308758003,2.3605146308758003,2.3605146308758003
0.97863,0.1329999999999999,2.3954903645924026,2.3954903645924026,2.3954903645924026
0.97842,0.1319999999999999,2.378029843087665,2.378029843087665,2.378029843087665
0.97932,0.1359999999999999,2.447548600827582,2.447548600827582,2.447548600827582
0.97909,0.1349999999999999,2.4302492586676876,2.4302492586676876,2.4302492586676876
0.97953,0.1369999999999999,2.464795190668145,2.464795190668145,2.464795190668145
0.97971,0.1379999999999999,2.4819895192320267,2.4819895192320267,2.4819895192320267
0.97999,0.1389999999999999,2.499132079411612,2.499132079411612,2.499132079411612
0.98018,0.1399999999999999,2.516223365614254,2.516223365614254,2.516223365614254
0.98038,0.1409999999999999,2.533263873443313,2.533263873443313,2.533263873443313
0.98058,0.14199999999999988,2.5502540993943716,2.5502540993943716,2.5502540993943716
0.98085,0.14299999999999988,2.5671945405660344,2.5671945405660344,2.5671945405660344
0.9811,0.14399999999999988,2.584085694384725,2.584085694384725,2.584085694384725
0.98135,0.14499999999999988,2.60092805834294,2.60092805834294,2.60092805834294
0.98152,0.14599999999999988,2.617722129750416,2.617722129750416,2.617722129750416
0.98173,0.14699999999999988,2.634468405497715,2.634468405497715,2.634468405497715
0.98184,0.14799999999999988,2.651167381831715,2.651167381831715,2.651167381831715
0.98212,0.14899999999999988,2.6678195541425644,2.6678195541425644,2.6678195541425644
0.98244,0.14999999999999988,2.684425416761623,2.684425416761623,2.684425416761623
0.98259,0.15099999999999988,2.700985462769972,2.700985462769972,2.700985462769972
0.9831,0.1539999999999999,2.7503956094471476,2.7503956094471476,2.7503956094471476
0.98274,0.15199999999999989,2.717500183817075,2.717500183817075,2.717500183817075
0.98293,0.15299999999999989,2.7339700699491907,2.7339700699491907,2.7339700699491907
0.98322,0.1549999999999999,2.7667770619266254,2.7667770619266254,2.7667770619266254
0.98338,0.1559999999999999,2.783115077086679,2.783115077086679,2.783115077086679
0.98353,0.15699999999999986,2.7994101808137106,2.7994101808137106,2.7994101808137106
0.98368,0.15799999999999986,2.8156628515638147,2.8156628515638147,2.8156628515638147
0.98395,0.15899999999999986,2.831873565310357,2.831873565310357,2.831873565310357
0.98413,0.15999999999999986,2.848042795431285,2.848042795431285,2.848042795431285
0.98439,0.16199999999999987,2.8802586847045104,2.8802586847045104,2.8802586847045104
0.98424,0.16099999999999987,2.8641710126035744,2.8641710126035744,2.8641710126035744
0.98452,0.16299999999999987,2.8963062767195082,2.8963062767195082,2.8963062767195082
0.98468,0.16399999999999987,2.9123142506561877,2.9123142506561877,2.9123142506561877
0.98493,0.16599999999999987,2.9442131769620374,2.9442131769620374,2.9442131769620374
0.98481,0.16499999999999987,2.9282830654644183,2.9282830654644183,2.9282830654644183
0.98512,0.16699999999999987,2.960105037765972,2.960105037765972,2.960105037765972
0.98531,0.16799999999999987,2.9759590972284555,2.9759590972284555,2.9759590972284555
0.98541,0.16899999999999987,2.9917758013780764,2.9917758013780764,2.9917758013780764
0.98553,0.16999999999999987,3.0075555928653457,3.0075555928653457,3.0075555928653457
0.98567,0.17099999999999987,3.023298910912523,3.023298910912523,3.023298910912523
0.98586,0.17199999999999988,3.039006191267389,3.039006191267389,3.039006191267389
0.98609,0.17299999999999988,3.0546778661607323,3.0546778661607323,3.0546778661607323
0.98621,0.17399999999999985,3.070314364267238,3.070314364267238,3.070314364267238
0.98636,0.17499999999999985,3.085916110669579,3.085916110669579,3.085916110669579
0.98644,0.17599999999999985,3.1014835268254575,3.1014835268254575,3.1014835268254575
0.9867,0.17799999999999985,3.1325170359251846,3.1325170359251846,3.1325170359251846
0.98655,0.17699999999999985,3.1170170305374065,3.1170170305374065,3.1170170305374065
0.98686,0.17899999999999985,3.14798395340062,3.14798395340062,3.14798395340062
0.98728,0.18199999999999986,3.194190226389216,3.194190226389216,3.194190226389216
0.98702,0.17999999999999985,3.1634181896448093,3.1634181896448093,3.1634181896448093
0.98713,0.18099999999999986,3.178820147587584,3.178820147587584,3.178820147587584
0.98743,0.18299999999999986,3.2095288214243385,3.2095288214243385,3.2095288214243385
0.98749,0.18399999999999986,3.2248363242680766,3.2248363242680766,3.2248363242680766
0.98753,0.18499999999999986,3.240113122684415,3.240113122684415,3.240113122684415
0.98759,0.18599999999999986,3.2553596006168117,3.2553596006168117,3.2553596006168117
0.98766,0.18699999999999986,3.2705761381810747,3.2705761381810747,3.2705761381810747
0.98775,0.18799999999999986,3.2857631116605246,3.2857631116605246,3.2857631116605246
0.98783,0.18899999999999983,3.3009208935034273,3.3009208935034273,3.3009208935034273
0.98791,0.18999999999999984,3.316049852322683,3.316049852322683,3.316049852322683
0.98797,0.19099999999999984,3.3311503528977404,3.3311503528977404,3.3311503528977404
0.98808,0.19199999999999984,3.3462227561786797,3.3462227561786797,3.3462227561786797
0.98819,0.19299999999999984,3.3612674192923926,3.3612674192923926,3.3612674192923926
0.98828,0.19399999999999984,3.3762846955507824,3.3762846955507824,3.3762846955507824
0.98836,0.19499999999999984,3.3912749344608746,3.3912749344608746,3.3912749344608746
0.98838,0.19599999999999984,3.406238481736754,3.406238481736754,3.406238481736754
0.98851,0.19699999999999984,3.4211756793132,3.4211756793132,3.4211756793132
0.98858,0.19799999999999984,3.4360868653609202,3.4360868653609202,3.4360868653609202
0.98868,0.19899999999999984,3.450972374303271,3.450972374303271,3.450972374303271
