hit_chance,period,clock_scale,p99,p99_lower,p99_upper
0.71325,0.02,1.1499999999999997,0.8590479754699626,0.7666198883389296,0.9381975833921935
0.7218,0.02,1.1749999999999998,0.7666198883389296,0.7666198883389296,0.7666198883389296
0.73035,0.02,1.1999999999999997,0.7666198883389296,0.7666198883389296,0.7666198883389296
0.73784,0.02,1.2249999999999996,0.7666198883389296,0.7666198883389296,0.7666198883389296
0.74641,0.02,1.2499999999999998,0.7666198883389296,0.7666198883389296,0.7666198883389296
0.75333,0.02,1.2749999999999997,0.7666198883389296,0.7666198883389296,0.7666198883389296
0.76053,0.02,1.2999999999999998,0.7666198883389296,0.7581141339891373,0.7666198883389296
0.76716,0.02,1.3249999999999997,0.7666198883389296,0.7581141339891373,0.7666198883389296
0.77326,0.02,1.3499999999999996,0.7581141339891373,0.7357306649600655,0.7666198883389296
0.77915,0.02,1.3749999999999998,0.7357306649600655,0.7357306649600655,0.7581141339891373
0.78546,0.02,1.3999999999999997,0.7357306649600655,0.6458999133362688,0.7357306649600655
0.79087,0.02,1.4249999999999998,0.6458999133362688,0.5806970666315817,0.7357306649600655
0.79613,0.02,1.4499999999999997,0.6453159658742597,0.5718317004713038,0.7357306649600655
0.80157,0.02,1.4749999999999996,0.5718317004713038,0.5718317004713038,0.630788919544199
0.80649,0.02,1.4999999999999998,0.5718317004713038,0.5718317004713038,0.5910626732932746
0.81129,0.02,1.5249999999999997,0.5718317004713038,0.5718317004713038,0.5718317004713038
0.81582,0.02,1.5499999999999996,0.5718317004713038,0.5718317004713038,0.5718317004713038
0.82019,0.02,1.5749999999999997,0.5718317004713038,0.5718317004713038,0.5718317004713038
0.82891,0.02,1.6249999999999996,0.5718317004713038,0.5718317004713038,0.5718317004713038
0.82464,0.02,1.5999999999999996,0.5718317004713038,0.5718317004713038,0.5718317004713038
0.83273,0.02,1.6499999999999997,0.5718317004713038,0.5718317004713038,0.5718317004713038
0.83659,0.02,1.6749999999999996,0.5718317004713038,0.5718317004713038,0.5718317004713038
0.83971,0.02,1.6999999999999997,0.5718317004713038,0.5718317004713038,0.5718317004713038
0.84307,0.02,1.7249999999999996,0.5718317004713038,0.5718317004713038,0.5718317004713038
0.84629,0.02,1.7499999999999996,0.5718317004713038,0.5718317004713038,0.5718317004713038
0.84979,0.02,1.7749999999999997,0.5718317004713038,0.5718317004713038,0.5718317004713038
0.85269,0.02,1.7999999999999996,0.5718317004713038,0.5718317004713038,0.5718317004713038
0.85577,0.02,1.8249999999999997,0.5718317004713038,0.5718317004713038,0.5718317004713038
0.85878,0.02,1.8499999999999996,0.5718317004713038,0.5718317004713038,0.5718317004713038
0.86167,0.02,1.8749999999999996,0.5718317004713038,0.5718317004713038,0.5718317004713038
0.86436,0.02,1.8999999999999997,0.5718317004713038,0.5718317004713038,0.5718317004713038
0.86688,0.02,1.9249999999999996,0.5718317004713038,0.5718317004713038,0.5718317004713038
0.86918,0.02,1.9499999999999995,0.5718317004713038,0.5718317004713038,0.5718317004713038
0.87162,0.02,1.9749999999999996,0.5718317004713038,0.5718317004713038,0.5718317004713038
0.16193,0.025,0.44999999999999996,83848.73859993211,79220.46676592922,90784.55373873078
0.22576,0.025,0.4749999999999999,9493.802405010592,8305.394577284587,10618.096289094552
0.28327,0.025,0.4999999999999999,651.8624931749798,569.3791172047452,762.8035387534434
0.3329,0.025,0.5249999999999999,78.28863080666868,70.05595034583149,85.78120375229445
0.37885,0.025,0.5499999999999999,19.9651866276032,18.20653170735813,21.415425366771615
0.4187,0.025,0.575,9.485817540727052,8.76429289481132,10.486036378418998
0.45462,0.025,0.5999999999999999,6.093853119973561,5.760973276389272,6.43296662702104
0.48648,0.025,0.6249999999999999,4.1973326603571905,3.847869350741367,4.48625106775203
0.51613,0.025,0.6499999999999999,3.3572542054049688,2.9248748490468492,3.4998755834216917
0.54265,0.025,0.6749999999999998,2.562716750476296,2.54529555603314,2.625216402572133
0.56739,0.025,0.6999999999999998,2.224275954197724,2.142021422347055,2.4362098592437755
0.58954,0.025,0.7249999999999999,1.7440407187649278,1.725135492721236,1.9185754791599159
0.60947,0.025,0.7499999999999999,1.685380326502788,1.685380326502788,1.725135492721236
0.62836,0.025,0.7749999999999999,1.642410577299296,1.4686854868411077,1.6433549160518663
0.64555,0.025,0.7999999999999998,1.4429346217850767,1.4429346217850767,1.4804360394799743
0.66158,0.025,0.8249999999999998,1.4429346217850767,1.4421717968633385,1.4429346217850767
0.67631,0.025,0.8499999999999999,1.2114690603661757,1.2114690603661757,1.2114690603661757
0.69046,0.025,0.8749999999999998,1.2114690603661757,1.1895624913285165,1.2114690603661757
0.70339,0.025,0.8999999999999998,1.1895624913285165,1.0564023115474974,1.1895624913285165
0.71527,0.025,0.9249999999999998,1.0564023115474974,1.0481368260568478,1.0849221655916226
0.72597,0.025,0.9499999999999998,1.0564023115474974,1.0138696271605583,1.0564023115474974
0.73602,0.025,0.9749999999999999,0.9913847012051515,0.9706027230519029,1.0481368260568478
0.74641,0.025,0.9999999999999998,0.9706027230519029,0.9706027230519029,0.9706027230519029
0.75512,0.025,1.025,0.9706027230519029,0.9706027230519029,0.9706027230519029
0.76383,0.025,1.0499999999999998,0.9706027230519029,0.9706027230519029,0.9706027230519029
0.77186,0.025,1.0749999999999997,0.9706027230519029,0.9706027230519029,0.9706027230519029
0.77915,0.025,1.0999999999999999,0.9706027230519029,0.9706027230519029,0.9706027230519029
0.78688,0.025,1.1249999999999998,0.9706027230519029,0.9297501072506743,0.9706027230519029
0.79331,0.025,1.1499999999999997,0.9297501072506743,0.7225333071946097,0.9706027230519029
0.80028,0.025,1.1749999999999998,0.9297501072506743,0.7225333071946097,0.9706027230519029
0.80649,0.025,1.1999999999999997,0.9297501072506743,0.7225333071946097,0.9706027230519029
0.81247,0.025,1.2249999999999996,0.7225333071946097,0.7225333071946097,0.9297501072506743
0.81801,0.025,1.2499999999999998,0.7225333071946097,0.7225333071946097,0.7225333071946097
0.82362,0.025,1.2749999999999997,0.7225333071946097,0.7225333071946097,0.7225333071946097
0.82891,0.025,1.2999999999999998,0.7225333071946097,0.7225333071946097,0.7225333071946097
0.83365,0.025,1.3249999999999997,0.7225333071946097,0.7225333071946097,0.7225333071946097
0.83831,0.025,1.3499999999999996,0.7225333071946097,0.7225333071946097,0.7225333071946097
0.84229,0.025,1.3749999999999998,0.7225333071946097,0.7225333071946097,0.7225333071946097
0.84629,0.025,1.3999999999999997,0.7225333071946097,0.7225333071946097,0.7225333071946097
0.85038,0.025,1.4249999999999998,0.7225333071946097,0.7225333071946097,0.7225333071946097
0.8542,0.025,1.4499999999999997,0.7225333071946097,0.7225333071946097,0.7225333071946097
0.85801,0.025,1.4749999999999996,0.7225333071946097,0.7225333071946097,0.7225333071946097
0.86167,0.025,1.4999999999999998,0.7225333071946097,0.7225333071946097,0.7225333071946097
0.865,0.025,1.5249999999999997,0.7225333071946097,0.7225333071946097,0.7225333071946097
0.868,0.025,1.5499999999999996,0.7225333071946097,0.7225333071946097,0.7225333071946097
0.87098,0.025,1.5749999999999997,0.7225333071946097,0.7225333071946097,0.7225333071946097
0.87412,0.025,1.5999999999999996,0.7225333071946097,0.7225333071946097,0.7225333071946097
0.87718,0.025,1.6249999999999996,0.7225333071946097,0.7225333071946097,0.7225333071946097
0.87986,0.025,1.6499999999999997,0.7225333071946097,0.7225333071946097,0.7225333071946097
0.88226,0.025,1.6749999999999996,0.7225333071946097,0.7225333071946097,0.7225333071946097
0.88484,0.025,1.6999999999999997,0.7225333071946097,0.6833098262694114,0.7225333071946097
0.88716,0.025,1.7249999999999996,0.7225333071946097,0.7225333071946097,0.7225333071946097
0.8896,0.025,1.7499999999999996,0.7225333071946097,0.7225333071946097,0.7225333071946097
0.89189,0.025,1.7749999999999997,0.7225333071946097,0.7225333071946097,0.7225333071946097
0.89408,0.025,1.7999999999999996,0.7225333071946097,0.6833098262694114,0.7225333071946097
0.89626,0.025,1.8249999999999997,0.6833098262694114,0.48056338221596356,0.7225333071946097
0.89845,0.025,1.8499999999999996,0.6833098262694114,0.5401759659862098,0.7225333071946097
0.90062,0.025,1.8749999999999996,0.6833098262694114,0.4763543447442299,0.6833098262694114
0.90264,0.025,1.8999999999999997,0.5401759659862098,0.4763543447442299,0.7225333071946097
0.9044,0.025,1.9249999999999996,0.4763543447442299,0.4763543447442299,0.5401759659862098
0.90613,0.025,1.9499999999999995,0.4763543447442299,0.4763543447442299,0.6833098262694114
0.16193,0.03,0.37499999999999994,99804.65798677279,93045.9465928238,105555.4793805783
0.90783,0.025,1.9749999999999996,0.4763543447442299,0.4763543447442299,0.48056338221596356
0.23774,0.03,0.3999999999999999,17907.765431934808,15800.51587972422,19672.570876479473
0.30428,0.03,0.42499999999999993,1002.2803740117987,873.927597395726,1152.1444675654654
0.36141,0.03,0.44999999999999996,109.16638594142465,96.26414775606243,117.53202265724917
0.4112,0.03,0.4749999999999999,24.944052553021606,23.211205729822748,27.602830160894783
0.45462,0.03,0.4999999999999999,11.547369458246939,10.974647646898717,12.606206224306382
0.49291,0.03,0.5249999999999999,6.550620772108631,6.453398221088657,7.025597946409773
0.52714,0.03,0.5499999999999999,4.722933357322796,4.361788789668075,4.964113848638346
0.55793,0.03,0.575,3.641309525037429,3.641309525037429,3.858344848958287
0.58519,0.03,0.5999999999999999,2.7098515572548023,2.614038428705514,2.777982920486614
0.60947,0.03,0.6249999999999999,2.4895246797746156,2.415128976923625,2.5094832534572595
0.63206,0.03,0.6499999999999999,2.273625669436417,2.015185710874726,2.415128976923625
0.65178,0.03,0.6749999999999998,1.7432878498289566,1.7432878498289566,1.8803145169639717
0.67057,0.03,0.6999999999999998,1.7432878498289566,1.571126696378537,1.7432878498289566
0.68754,0.03,0.7249999999999999,1.5673509484913368,1.5673509484913368,1.5673509484913368
0.70339,0.03,0.7499999999999999,1.4570478603318349,1.4570478603318349,1.5673509484913368
0.71755,0.03,0.7749999999999999,1.4570478603318349,1.4570478603318349,1.4570478603318349
0.73035,0.03,0.7999999999999998,1.4557900498546121,1.2844295836166593,1.4570478603318349
0.74227,0.03,0.8249999999999998,1.157024692281125,1.157024692281125,1.2994142935783686
0.75333,0.03,0.8499999999999999,1.157024692281125,1.157024692281125,1.157024692281125
0.76383,0.03,0.8749999999999998,1.157024692281125,1.157024692281125,1.157024692281125
0.77326,0.03,0.8999999999999998,1.157024692281125,1.157024692281125,1.157024692281125
0.78244,0.03,0.9249999999999998,1.157024692281125,1.157024692281125,1.157024692281125
0.79087,0.03,0.9499999999999998,1.157024692281125,1.157024692281125,1.157024692281125
0.79883,0.03,0.9749999999999999,1.157024692281125,0.8745974012036775,1.157024692281125
0.80649,0.03,0.9999999999999998,0.8745974012036775,0.8745974012036775,1.157024692281125
0.81366,0.03,1.025,0.8745974012036775,0.8745974012036775,0.8745974012036775
0.82019,0.03,1.0499999999999998,0.8745974012036775,0.8745974012036775,0.8745974012036775
0.82684,0.03,1.0749999999999997,0.8745974012036775,0.8745974012036775,0.8745974012036775
0.83273,0.03,1.0999999999999999,0.8745974012036775,0.8745974012036775,0.8745974012036775
0.83831,0.03,1.1249999999999998,0.8745974012036775,0.8745974012036775,0.8745974012036775
0.84307,0.03,1.1499999999999997,0.8745974012036775,0.8745974012036775,0.8745974012036775
0.8481,0.03,1.1749999999999998,0.8745974012036775,0.8745974012036775,0.8745974012036775
0.85269,0.03,1.1999999999999997,0.8745974012036775,0.8745974012036775,0.8745974012036775
0.85719,0.03,1.2249999999999996,0.8745974012036775,0.8745974012036775,0.8745974012036775
0.86167,0.03,1.2499999999999998,0.8745974012036775,0.8745974012036775,0.8745974012036775
0.86567,0.03,1.2749999999999997,0.8745974012036775,0.8745974012036775,0.8745974012036775
0.86918,0.03,1.2999999999999998,0.8745974012036775,0.8745974012036775,0.8745974012036775
0.87283,0.03,1.3249999999999997,0.8745974012036775,0.8745974012036775,0.8745974012036775
0.87653,0.03,1.3499999999999996,0.8745974012036775,0.8745974012036775,0.8745974012036775
0.87986,0.03,1.3749999999999998,0.8745974012036775,0.8745974012036775,0.8745974012036775
0.88286,0.03,1.3999999999999997,0.8745974012036775,0.8745974012036775,0.8745974012036775
0.88591,0.03,1.4249999999999998,0.8745974012036775,0.8745974012036775,0.8745974012036775
0.88864,0.03,1.4499999999999997,0.8745974012036775,0.8745974012036775,0.8745974012036775
0.89144,0.03,1.4749999999999996,0.8745974012036775,0.846770581540927,0.8745974012036775
0.89408,0.03,1.4999999999999998,0.846770581540927,0.8164005081932715,0.8745974012036775
0.89664,0.03,1.5249999999999997,0.846770581540927,0.8164005081932715,0.8745974012036775
0.89929,0.03,1.5499999999999996,0.846770581540927,0.8164005081932715,0.8745974012036775
0.90178,0.03,1.5749999999999997,0.846770581540927,0.5827895487598691,0.8745974012036775
0.90408,0.03,1.5999999999999996,0.8745974012036775,0.8164005081932715,0.8745974012036775
0.90613,0.03,1.6249999999999996,0.7176541890664665,0.5827895487598691,0.846770581540927
0.9082,0.03,1.6499999999999997,0.5827895487598691,0.5827895487598691,0.846770581540927
0.91031,0.03,1.6749999999999996,0.5827895487598691,0.5827895487598691,0.5827895487598691
0.91247,0.03,1.6999999999999997,0.5827895487598691,0.5827895487598691,0.8164005081932715
0.91427,0.03,1.7249999999999996,0.5827895487598691,0.5827895487598691,0.5827895487598691
0.91615,0.03,1.7499999999999996,0.5827895487598691,0.5827895487598691,0.5827895487598691
0.91792,0.03,1.7749999999999997,0.5827895487598691,0.5827895487598691,0.5827895487598691
0.91962,0.03,1.7999999999999996,0.5827895487598691,0.5827895487598691,0.5827895487598691
0.92156,0.03,1.8249999999999997,0.5827895487598691,0.5827895487598691,0.5827895487598691
0.923,0.03,1.8499999999999996,0.5827895487598691,0.5827895487598691,0.5827895487598691
0.92449,0.03,1.8749999999999996,0.5827895487598691,0.5827895487598691,0.5827895487598691
0.92606,0.03,1.8999999999999997,0.5827895487598691,0.5827895487598691,0.5827895487598691
0.92723,0.03,1.9249999999999996,0.5827895487598691,0.5827895487598691,0.5827895487598691
0.92859,0.03,1.9499999999999995,0.5827895487598691,0.5827895487598691,0.5827895487598691
0.13295,0.04,0.27499999999999997,70309.60182677518,67631.43283477511,73098.69330543015
0.23774,0.04,0.29999999999999993,25760.432561235702,23901.59782770721,27660.929157275426
0.93001,0.03,1.9749999999999996,0.5827895487598691,0.5827895487598691,0.5827895487598691
0.32359,0.04,0.32499999999999996,4080.297770157331,3664.378970734774,4495.42316552634
0.39556,0.04,0.35,330.139133405306,294.7570805848426,386.4458082419764
0.45462,0.04,0.37499999999999994,55.962854558792365,50.35868268478309,61.25910328097474
0.50462,0.04,0.3999999999999999,19.61307149103085,18.365995040859367,21.155974558578247
0.54746,0.04,0.42499999999999993,9.810535507942358,9.400853051351335,10.82953537969223
0.58519,0.04,0.44999999999999996,6.400299666864653,5.746603184065304,6.437221570782611
0.61765,0.04,0.4749999999999999,4.425797109472576,4.425797109472576,4.800476375664402
0.64555,0.04,0.4999999999999999,3.520539547287524,3.16780333512828,4.1094394897663165
0.67057,0.04,0.5249999999999999,2.9536267748289764,2.783638957439012,2.9536267748289764
0.69324,0.04,0.5499999999999999,2.783638957439012,2.783638957439012,2.783638957439012
0.71325,0.04,0.575,2.266778275008577,1.9308506402533954,2.266778275008577
0.73035,0.04,0.5999999999999999,1.9308506402533954,1.9308506402533954,1.9308506402533954
0.74641,0.04,0.6249999999999999,1.5876588515199725,1.5710644067638018,1.7882921599520034
0.76053,0.04,0.6499999999999999,1.5710644067638018,1.5710644067638018,1.6552491289327638
0.77326,0.04,0.6749999999999998,1.5710644067638018,1.5710644067638018,1.5710644067638018
0.78546,0.04,0.6999999999999998,1.5710644067638018,1.5710644067638018,1.5710644067638018
0.79613,0.04,0.7249999999999999,1.5381530976999813,1.505091398154213,1.5710644067638018
0.80649,0.04,0.7499999999999999,1.505091398154213,1.505091398154213,1.5710644067638018
0.81582,0.04,0.7749999999999999,1.505091398154213,1.505091398154213,1.505091398154213
0.82464,0.04,0.7999999999999998,1.505091398154213,1.505091398154213,1.505091398154213
0.83273,0.04,0.8249999999999998,1.18593014077792,1.18593014077792,1.4776824435360951
0.83971,0.04,0.8499999999999999,1.18593014077792,1.18593014077792,1.18593014077792
0.84629,0.04,0.8749999999999998,1.18593014077792,1.18593014077792,1.18593014077792
0.85269,0.04,0.8999999999999998,1.18593014077792,1.18593014077792,1.18593014077792
0.85878,0.04,0.9249999999999998,1.18593014077792,1.18593014077792,1.18593014077792
0.86436,0.04,0.9499999999999998,1.18593014077792,1.18593014077792,1.18593014077792
0.86918,0.04,0.9749999999999999,1.18593014077792,1.18593014077792,1.18593014077792
0.87412,0.04,0.9999999999999998,1.18593014077792,1.18593014077792,1.18593014077792
0.87877,0.04,1.025,1.18593014077792,1.18593014077792,1.18593014077792
0.88286,0.04,1.0499999999999998,1.18593014077792,1.18593014077792,1.18593014077792
0.88677,0.04,1.0749999999999997,1.18593014077792,1.18593014077792,1.18593014077792
0.89052,0.04,1.0999999999999999,1.18593014077792,1.18593014077792,1.18593014077792
0.89408,0.04,1.1249999999999998,1.18593014077792,1.18593014077792,1.18593014077792
0.89749,0.04,1.1499999999999997,1.18593014077792,1.18593014077792,1.18593014077792
0.90104,0.04,1.1749999999999998,1.18593014077792,0.7801809553383883,1.18593014077792
0.90408,0.04,1.1999999999999997,0.7801809553383883,0.7801809553383883,1.18593014077792
0.90689,0.04,1.2249999999999996,0.7801809553383883,0.7801809553383883,0.7801809553383883
0.90972,0.04,1.2499999999999998,0.7801809553383883,0.7801809553383883,0.7801809553383883
0.91247,0.04,1.2749999999999997,0.7801809553383883,0.7801809553383883,0.7801809553383883
0.91491,0.04,1.2999999999999998,0.7801809553383883,0.7801809553383883,0.7801809553383883
0.91737,0.04,1.3249999999999997,0.7801809553383883,0.7801809553383883,0.7801809553383883
