hit_chance,period,clock_scale,p99,p99_lower,p99_upper
0.67057,0.21,0.1,135.38645452861897,127.67675397259848,138.11701538330783
0.74918,0.21,0.12,58.7524028563011,56.18545400167934,60.082836761739394
0.71482,0.21,0.11,82.657139568489,78.85292355189154,93.23494965451626
0.77676,0.21,0.13,44.55054880187449,43.34465024687038,48.95928839038191
0.80053,0.21,0.13999999999999999,31.776068453425637,30.33388559658342,33.40038445390815
0.82019,0.21,0.14999999999999997,24.837581438437113,24.837581438437113,25.29628267982933
0.83725,0.21,0.15999999999999998,21.797051148231503,21.797051148231503,21.797051148231503
0.85088,0.21,0.16999999999999998,18.81650690328,18.17776319834013,18.81650690328
0.86344,0.21,0.17999999999999997,15.879866005721944,13.60159591814807,18.17776319834013
0.8736,0.21,0.18999999999999995,10.689450778197175,10.659603426807637,11.976585389943624
0.88286,0.21,0.19999999999999996,10.207930278381763,10.207930278381763,10.659603426807637
0.89089,0.21,0.20999999999999996,10.207930278381763,10.207930278381763,10.207930278381763
0.89828,0.21,0.21999999999999995,10.207930278381763,10.207930278381763,10.207930278381763
0.90498,0.21,0.22999999999999993,10.207930278381763,10.207930278381763,10.207930278381763
0.91073,0.21,0.23999999999999994,10.207930278381763,8.428254702753312,10.207930278381763
0.91615,0.21,0.24999999999999994,7.950097826124075,7.950097826124075,7.950097826124075
0.92112,0.21,0.2599999999999999,7.950097826124075,7.950097826124075,7.950097826124075
0.92555,0.21,0.2699999999999999,7.950097826124075,7.950097826124075,7.950097826124075
0.92915,0.21,0.2799999999999999,7.950097826124075,5.577973064087618,7.950097826124075
0.93293,0.21,0.2899999999999999,5.067711858513911,5.067711858513911,5.577973064087618
0.93612,0.21,0.29999999999999993,5.067711858513911,5.067711858513911,5.067711858513911
0.93899,0.21,0.3099999999999999,5.067711858513911,5.067711858513911,5.067711858513911
0.94193,0.21,0.3199999999999999,5.067711858513911,4.450521157671395,5.067711858513911
0.94482,0.21,0.3299999999999999,5.067711858513911,4.450521157671395,5.067711858513911
0.94731,0.21,0.33999999999999986,4.450521157671395,4.450521157671395,4.450521157671395
0.94931,0.21,0.34999999999999987,4.450521157671395,3.613110122993624,4.450521157671395
0.9513,0.21,0.3599999999999999,4.434152034235214,3.613110122993624,4.450521157671395
0.95302,0.21,0.3699999999999999,3.613110122993624,3.613110122993624,4.450521157671395
0.95467,0.21,0.3799999999999999,3.613110122993624,3.613110122993624,3.613110122993624
0.95646,0.21,0.38999999999999985,3.613110122993624,3.613110122993624,3.613110122993624
0.95812,0.21,0.39999999999999986,3.613110122993624,3.613110122993624,3.613110122993624
0.95966,0.21,0.40999999999999986,3.613110122993624,3.613110122993624,3.613110122993624
0.96101,0.21,0.4199999999999998,3.613110122993624,3.613110122993624,3.613110122993624
0.96249,0.21,0.4299999999999998,3.613110122993624,3.613110122993624,3.613110122993624
0.96393,0.21,0.43999999999999984,3.613110122993624,3.613110122993624,3.613110122993624
0.9651,0.21,0.44999999999999984,3.613110122993624,3.613110122993624,3.613110122993624
0.96644,0.21,0.45999999999999985,3.613110122993624,3.613110122993624,3.613110122993624
0.9676,0.21,0.4699999999999998,3.613110122993624,3.613110122993624,3.613110122993624
0.96864,0.21,0.4799999999999998,3.613110122993624,3.613110122993624,3.613110122993624
0.96972,0.21,0.4899999999999998,3.613110122993624,3.613110122993624,3.613110122993624
0.9705,0.21,0.4999999999999998,3.613110122993624,3.613110122993624,3.613110122993624
0.97126,0.21,0.5099999999999998,3.613110122993624,3.613110122993624,3.613110122993624
0.97214,0.21,0.5199999999999998,3.613110122993624,3.613110122993624,3.613110122993624
0.97272,0.21,0.5299999999999998,3.613110122993624,3.613110122993624,3.613110122993624
