clock_speed,hit_chance,period,p99,p99_lower,p99_upper
2000000,0.38564385643856436,0.184,1.9893067567408385,1.9893067567408385,2.059334488586058
2000000,0.8241182411824118,0.185,0.624650524261242,0.6026407965822167,0.6467576143941798
2000000,0.99079990799908,0.186,0.3000103196721826,0.3000103196721826,0.307417609393312
2000000,0.999989999899999,0.187,0.24299230376909667,0.24299230376909667,0.24299230376909667
2500000,0.2816028160281603,0.14700000000000002,2.3609663109671697,2.3609663109671697,2.3609663109671697
2500000,0.8241182411824118,0.14800000000000002,0.46736231729589406,0.4595360372122044,0.4738079321393302
3000000,0.6231962319623197,0.123,0.8182660130074146,0.7818077045964956,0.8484545544733595
3000000,0.99079990799908,0.124,0.2389901419565665,0.2389901419565665,0.2405212165976796
3500000,0.2816028160281603,0.10500000000000001,2.3883549872812777,2.2827235662617515,2.4378193461908406
4000000,0.38564385643856436,0.092,1.4795419396811986,1.3970678460689068,1.5441547030403664
4000000,0.99079990799908,0.093,0.25268884851016815,0.25268884851016815,0.25268884851016815
4500000,0.6231962319623197,0.082,0.4810780517882375,0.4656498487227707,0.4965259379590803
4500000,0.999909999099991,0.083,0.2245440946023725,0.2245440946023725,0.2245440946023725
5500000,0.5045350453504535,0.067,0.5632927770168166,0.5335506953913657,0.5965942391901671
5500000,0.999989999899999,0.068,0.23793437978338988,0.23793437978338988,0.23793437978338988
6000000,0.99079990799908,0.062,0.24337255292079277,0.2425123871539587,0.24337255292079277
6500000,0.8955789557895579,0.057,0.2565175159927833,0.25501313828753974,0.25763196254135107
7500000,0.2816028160281603,0.049,1.1927902218771977,1.1020597436565198,1.2530405710090702
8000000,0.38564385643856436,0.046,0.5935145553549884,0.5669173577031976,0.6272296860097197
9000000,0.6231962319623197,0.041,0.30968050079208065,0.30706801339763307,0.31394387347182584
9500000,0.8955789557895579,0.039,0.25343181908116386,0.25297501421655477,0.2543322552402118
