clock_scale,hit_chance,period,p99,p99_lower,p99_upper
0.15000000000000002,0.23774,0.004,473763.5813326548,473763.5813326548,473763.5813326548
0.20000000000000004,0.23774,0.003,432290.5589508737,432290.5589508737,432290.5589508737
0.20000000000000004,0.50462,0.004,116323.33901740532,113905.50099878317,129544.62373360286
0.25000000000000006,0.45462,0.003,75835.95827189741,73805.9107992009,82798.50902489839
0.25000000000000006,0.64555,0.004,40879.257111485764,36684.56780879772,42262.006732386835
0.30000000000000004,0.23774,0.002,230446.61581449618,224392.58809541084,242955.43614336918
0.30000000000000004,0.58519,0.003,23214.800661417223,23214.800661417223,26102.927573205554
0.30000000000000004,0.73035,0.004,18591.467392859096,18591.467392859096,20461.88274900357
0.3500000000000001,0.39556,0.002,38032.45709438803,35088.44433422805,41572.002209409926
0.3500000000000001,0.67057,0.003,16613.28234959796,16613.28234959796,16613.28234959796
0.3500000000000001,0.78546,0.004,18204.706087178813,15960.052505032634,18591.467392859096
0.40000000000000013,0.23774,0.0015,109879.74427832878,101268.52447555121,114013.460679258
0.40000000000000013,0.50462,0.002,18073.288259805053,17298.870071799774,18073.288259805053
0.40000000000000013,0.73035,0.003,11455.498921852548,11455.498921852548,11455.498921852548
0.40000000000000013,0.82464,0.004,11547.780507317824,11547.780507317824,11547.780507317824
0.4500000000000001,0.36141,0.0015,25972.923169458794,23088.171075798808,26518.815511332275
0.4500000000000001,0.58519,0.002,11296.952545257776,11296.952545257776,11401.326031767705
0.4500000000000001,0.77326,0.003,11065.346694507589,11065.346694507589,11455.498921852548
0.4500000000000001,0.85269,0.004,11547.780507317824,11547.780507317824,11547.780507317824
0.5000000000000001,0.45462,0.0015,12617.949634581688,11340.514801365356,13189.135698796057
0.5000000000000001,0.64555,0.002,8604.100405297359,8517.204335412476,8666.90718338535
0.5000000000000001,0.80649,0.003,7448.1486446472345,7448.1486446472345,7448.1486446472345
0.5000000000000001,0.87412,0.004,11547.780507317824,11547.780507317824,11547.780507317824
0.5500000000000002,0.13295,0.001,221128.30527096524,207604.37853625568,227024.02058809638
0.5500000000000002,0.52714,0.0015,9073.956628414015,9040.467120661087,9142.340469996107
0.5500000000000002,0.69324,0.002,6327.547530304283,6327.547530304283,8096.139290717364
0.5500000000000002,0.83273,0.003,7448.1486446472345,7448.1486446472345,7448.1486446472345
0.5500000000000002,0.89052,0.004,11547.780507317824,11547.780507317824,11547.780507317824
