clock_scale,hit_chance,period,p99,p99_lower,p99_upper
0.27499999999999997,0.13295,0.04,70230.222276928,68232.169447776,73462.21739648901
0.29999999999999993,0.23774,0.04,28172.56686271152,26230.02266282058,30157.259853888216
0.32499999999999996,0.32359,0.04,3143.5690012282626,2849.744366769225,3476.2005704631097
0.35,0.39556,0.04,303.8459574051508,270.51394335875403,340.151123723623
0.37499999999999994,0.16193,0.03,102565.17692269992,96293.23720565894,108018.32812152586
0.37499999999999994,0.45462,0.04,56.59144343854534,51.78566685646596,63.56069371210963
0.3999999999999999,0.23774,0.03,16924.753451788096,15127.85330186741,19625.783817899377
0.3999999999999999,0.50462,0.04,18.345116223126567,16.90140563700102,19.509166035749868
0.42499999999999993,0.30428,0.03,1035.1538351621928,886.0078527885155,1178.282489582315
0.42499999999999993,0.54746,0.04,9.568997941712206,9.22494168124679,10.442067742856914
0.44999999999999996,0.16193,0.025,91357.30121715141,84346.87848419341,96317.18368946154
0.44999999999999996,0.36141,0.03,99.85822173529496,90.06995295410725,111.8607122336003
0.44999999999999996,0.58519,0.04,6.400299666864653,5.991282108245799,6.427322663204634
0.4749999999999999,0.22576,0.025,9870.454114473048,8899.335325375954,11348.131187694606
0.4749999999999999,0.4112,0.03,26.045629351193803,23.616451238956337,28.47932878114039
0.4749999999999999,0.61765,0.04,4.425797109472576,4.425797109472576,4.800476375664402
0.4999999999999999,0.28327,0.025,630.8173196218771,555.4898704568269,717.6253526567026
0.4999999999999999,0.45462,0.03,11.903513607344943,10.958098400330499,12.742511425824446
0.4999999999999999,0.64555,0.04,3.351026377649379,3.1548301579840046,3.9024933818116763
0.5249999999999999,0.3329,0.025,73.36463603672904,67.63566222210414,84.59260040765574
0.5249999999999999,0.49291,0.03,6.958604317147863,6.550620772108631,7.300700929370718
0.5249999999999999,0.67057,0.04,2.9536267748289764,2.783638957439012,2.9536267748289764
0.5499999999999999,0.13295,0.02,143038.51840377747,129486.68674373179,154483.21671177854
0.5499999999999999,0.37885,0.025,20.159035761547887,18.795986224156266,21.585690065984892
0.5499999999999999,0.52714,0.03,4.964113848638346,4.964113848638346,5.2799783175469575
0.5499999999999999,0.69324,0.04,2.783638957439012,2.5953781586453566,2.783638957439012
0.575,0.18825,0.02,15290.370034728572,13351.232192464151,16907.27636698781
0.575,0.4187,0.025,9.527123670916101,8.859697993417164,10.48932538050846
0.575,0.55793,0.03,3.5850662092027386,3.38801481002476,3.641309525037429
0.575,0.71325,0.04,2.266778275008577,1.9308506402533954,2.533181349324985
0.5999999999999999,0.23774,0.02,845.1472383945434,735.9605028257106,966.6159279194143
0.5999999999999999,0.45462,0.025,6.076879266403738,5.760973276389272,6.43296662702104
0.5999999999999999,0.58519,0.03,2.7289124852624242,2.614038428705514,3.0446685197502115
0.5999999999999999,0.73035,0.04,1.9308506402533954,1.9308506402533954,1.9308506402533954
0.6249999999999999,0.28327,0.02,85.09816664765704,76.01457761322987,97.99485704327633
0.6249999999999999,0.48648,0.025,4.0929613915675045,3.734094436808498,4.48625106775203
0.6249999999999999,0.60947,0.03,2.5094832534572595,2.4895246797746156,2.5660273239829534
0.6249999999999999,0.74641,0.04,1.7882921599520034,1.5876588515199725,1.9308506402533954
0.6499999999999999,0.32359,0.02,21.124282134111144,19.455880277547713,22.45705514695604
0.6499999999999999,0.51613,0.025,3.347975085044298,2.8299754320710946,3.4998755834216917
0.6499999999999999,0.63206,0.03,2.015185710874726,2.015185710874726,2.273625669436417
0.6499999999999999,0.76053,0.04,1.5710644067638018,1.5710644067638018,1.5876588515199725
0.6749999999999998,0.36141,0.02,9.896186238897673,9.179412610437305,10.479977081979454
0.6749999999999998,0.54265,0.025,2.54529555603314,2.5083470960611502,2.625216402572133
0.6749999999999998,0.65178,0.03,1.7432878498289566,1.7432878498289566,1.7432878498289566
0.6749999999999998,0.77326,0.04,1.5710644067638018,1.5710644067638018,1.5710644067638018
0.6999999999999998,0.39556,0.02,5.588680698717473,5.185278815670928,5.850492806517813
0.6999999999999998,0.56739,0.025,2.171992834236937,2.0989531006607653,2.4362098592437755
0.6999999999999998,0.67057,0.03,1.5868724486962065,1.571126696378537,1.7432878498289566
0.6999999999999998,0.78546,0.04,1.5710644067638018,1.5710644067638018,1.5710644067638018
0.7249999999999999,0.11859,0.015,133742.79053201556,123810.54420295761,147698.60436002622
0.7249999999999999,0.4268,0.02,3.8927791793110766,3.7555708909649845,4.0705032123275595
0.7249999999999999,0.58954,0.025,1.8286920885118785,1.7300703316536814,1.9185754791599159
0.7249999999999999,0.68754,0.03,1.5673509484913368,1.5673509484913368,1.571126696378537
0.7249999999999999,0.79613,0.04,1.5381530976999813,1.505091398154213,1.5710644067638018
0.7499999999999999,0.16193,0.015,8346.58836441598,7175.0769213133135,9609.31852571826
