clock_scale,hit_chance,period,p99,p99_lower,p99_upper
1.5,0.80649,0.02,0.5718317004713038,0.5718317004713038,0.6458999133362688
1.5,0.86167,0.025,0.7225333071946097,0.7225333071946097,0.7225333071946097
1.5,0.89408,0.03,0.8745974012036775,0.846770581540927,0.8745974012036775
1.5,0.93136,0.04,0.7801809553383883,0.7801809553383883,0.7801809553383883
1.6,0.50462,0.01,0.6928116517686511,0.6612843431412548,0.7363625748720695
1.6,0.73035,0.015,0.5679497131951733,0.5679497131951733,0.5679497131951733
1.6,0.82464,0.02,0.5718317004713038,0.5718317004713038,0.5718317004713038
1.6,0.87412,0.025,0.7225333071946097,0.7225333071946097,0.7225333071946097
1.6,0.90408,0.03,0.8164005081932715,0.5827895487598691,0.8745974012036775
1.6,0.93754,0.04,0.7801809553383883,0.7801809553383883,0.7801809553383883
1.7000000000000002,0.54746,0.01,0.6178821997599245,0.5651611708278133,0.6378486655011737
1.7000000000000002,0.75333,0.015,0.5534764161367413,0.5514021458464712,0.5625887415351193
1.7000000000000002,0.83971,0.02,0.5718317004713038,0.5718317004713038,0.5718317004713038
1.7000000000000002,0.88484,0.025,0.7225333071946097,0.7225333071946097,0.7225333071946097
1.7000000000000002,0.91247,0.03,0.5827895487598691,0.5827895487598691,0.5827895487598691
1.7000000000000002,0.94307,0.04,0.7801809553383883,0.7801809553383883,0.7801809553383883
1.8,0.58519,0.01,0.5489736609892831,0.5433640584950857,0.5516991574499743
1.8,0.77326,0.015,0.5324188358346919,0.5324188358346919,0.5514021458464712
1.8,0.85269,0.02,0.5718317004713038,0.5718317004713038,0.5718317004713038
1.8,0.89408,0.025,0.7225333071946097,0.7225333071946097,0.7225333071946097
1.8,0.91962,0.03,0.5827895487598691,0.5827895487598691,0.5827895487598691
1.8,0.94794,0.04,0.7801809553383883,0.7801809553383883,0.7801809553383883
1.9000000000000001,0.61765,0.01,0.46745519948113723,0.46745519948113723,0.5169550212238228
1.9000000000000001,0.79087,0.015,0.4213794633945175,0.4213794633945175,0.5324188358346919
1.9000000000000001,0.86436,0.02,0.5718317004713038,0.5718317004713038,0.5718317004713038
1.9000000000000001,0.90264,0.025,0.5401759659862098,0.4763543447442299,0.7225333071946097
1.9000000000000001,0.92606,0.03,0.5827895487598691,0.5827895487598691,0.5827895487598691
1.9000000000000001,0.95163,0.04,0.7801809553383883,0.7801809553383883,0.7801809553383883
