clock_scale,hit_chance,period,p99,p99_lower,p99_upper
0.30000000000000004,0.23774,0.004,473763.5813326548,473763.5813326548,473763.5813326548
0.3500000000000001,0.39556,0.004,275532.0948735567,270203.3251934363,275532.0948735567
0.40000000000000013,0.23774,0.003,432290.5589508737,432290.5589508737,432290.5589508737
0.40000000000000013,0.50462,0.004,117259.84403191137,114717.51137237923,131755.70812431016
0.4500000000000001,0.36141,0.003,176469.15264833174,170873.4274905397,202314.24969748434
0.4500000000000001,0.58519,0.004,58240.20723178489,52166.08458901146,62240.035532989015
0.5000000000000001,0.45462,0.003,75835.95827189741,73805.9107992009,78125.02505734586
0.5000000000000001,0.64555,0.004,42262.006732386835,38820.09227017132,42262.006732386835
0.5500000000000002,0.13295,0.002,394449.198654965,394449.198654965,394449.198654965
0.5500000000000002,0.52714,0.003,41350.98828143652,37344.988558421835,41566.816735785345
0.5500000000000002,0.69324,0.004,28406.776524315403,28406.776524315403,28406.776524315403
0.6000000000000002,0.23774,0.002,253396.20122281532,238811.6634420504,265664.91308486235
0.6000000000000002,0.58519,0.003,24504.90840796312,23214.800661417223,28721.108700368583
0.6000000000000002,0.73035,0.004,18591.467392859096,18591.467392859096,18591.467392859096
0.6500000000000001,0.32359,0.002,89354.57670723765,82383.4940617745,90469.26041264838
0.6500000000000001,0.63206,0.003,19401.379940743016,16613.28234959796,22538.723343125694
0.6500000000000001,0.76053,0.004,18591.467392859096,18591.467392859096,18591.467392859096
0.7000000000000002,0.39556,0.002,40205.4864112577,37185.55776482716,41723.7986900709
0.7000000000000002,0.67057,0.003,16613.28234959796,16613.28234959796,16613.28234959796
0.7000000000000002,0.78546,0.004,18204.706087178813,15005.269260063587,18204.706087178813
0.7500000000000002,0.16193,0.0015,332004.63121997664,319306.8988007711,339923.2234722144
0.7500000000000002,0.45462,0.002,23090.86781653701,22940.067941129608,23380.55364939482
0.7500000000000002,0.70339,0.003,14200.441714652217,11510.043420571008,16099.69242308823
0.7500000000000002,0.80649,0.004,11547.780507317824,11547.780507317824,15005.269260063587
0.8000000000000003,0.23774,0.0015,112270.88894503194,105563.13306985277,119027.73582469474
0.8000000000000003,0.50462,0.002,17873.16995391129,16897.529165347158,18404.79294077568
0.8000000000000003,0.73035,0.003,11455.498921852548,11455.498921852548,11455.498921852548
0.8000000000000003,0.82464,0.004,11547.780507317824,11547.780507317824,11547.780507317824
0.8500000000000003,0.30428,0.0015,43420.07446758145,41905.80476169725,47239.450563751336
0.8500000000000003,0.54746,0.002,14286.02163749923,14053.677911951569,14286.02163749923
