hit_chance,period,p99,p99_lower,p99_upper
0.16993169931699317,0.04899999999999997,38204.59096922714,37073.695668493674,39507.79260855823
0.14608146081460816,0.047999999999999966,44757.88299478253,43356.970933354765,46498.62806992697
0.12620126201262014,0.04699999999999997,49472.5065033085,47998.04887486966,51037.32138186278
0.10966109661096611,0.04599999999999997,51263.342212105184,49905.975082238794,52513.2854320512
0.1987519875198752,0.04999999999999997,37772.60481666241,36697.66037295677,39485.861203367
0.23173231732317323,0.05099999999999996,28018.454560051876,26707.99373923831,29215.58234029941
0.32067320673206734,0.052999999999999964,7783.416131450542,7183.852968193945,8272.633867049462
0.27243272432724325,0.05199999999999996,15915.911550307424,15056.994417021786,16917.112720465673
0.37491374913749137,0.053999999999999965,2998.63684432279,2786.617966196805,3220.709816752463
0.43441434414344143,0.054999999999999966,741.3698125469857,690.942317105197,797.3924850163455
0.4967049670496705,0.05599999999999996,140.48115030228723,129.14606597062811,152.25880862241357
0.5594455944559446,0.05699999999999996,36.9376336491651,34.236891809195455,39.603776895642206
0.6772167721677217,0.058999999999999955,7.4067624013543,7.11483423289806,8.066976506762337
0.6200462004620046,0.05799999999999996,13.908478459298951,12.714488748433547,14.641797693874045
0.7301973019730197,0.059999999999999956,4.263125280753483,4.0427727350289935,4.621685613495836
0.7793077930779307,0.06099999999999996,3.537463269139167,3.537463269139167,3.537463269139167
0.8591285912859129,0.06299999999999996,1.8233216286340106,1.8233216286340106,1.8233216286340106
0.8217982179821798,0.06199999999999996,2.2833231268281113,2.2833231268281113,2.2833231268281113
0.9164791647916479,0.06499999999999995,1.7493319590517298,1.7493319590517298,1.7493319590517298
0.8907189071890719,0.06399999999999996,1.84659299361037,1.84659299361037,1.84659299361037
0.954059540595406,0.06699999999999995,1.3553061851039394,1.3553061851039394,1.3553061851039394
0.93779937799378,0.06599999999999995,1.3368203733356423,1.3368203733356423,1.3368203733356423
0.9766097660976609,0.06899999999999995,1.3916269547771787,1.3916269547771787,1.3916269547771787
0.966839668396684,0.06799999999999995,1.3735746440989345,1.3735746440989345,1.3735746440989345
0.984169841698417,0.06999999999999995,1.4094651909364506,1.4094651909364506,1.4094651909364506
0.989179891798918,0.07099999999999995,1.4270910375474444,0.77654331210445,1.4270910375474444
0.992679926799268,0.07199999999999995,0.7886064310986408,0.7886064310986408,0.7886064310986408
0.994979949799498,0.07299999999999995,0.8005902838005866,0.8005902838005866,0.8005902838005866
0.998059980599806,0.07499999999999994,0.8243163857265025,0.8243163857265025,0.8243163857265025
0.99929999299993,0.07699999999999994,0.8477148353619284,0.8477148353619284,0.8477148353619284
0.998769987699877,0.07599999999999994,0.8360569411802191,0.8360569411802191,0.8360569411802191
0.996769967699677,0.07399999999999994,0.8124938978272749,0.8124938978272749,0.8124938978272749
0.999929999299993,0.08099999999999993,0.8935077432425687,0.8935077432425687,0.8935077432425687
0.999589995899959,0.07799999999999994,0.8592894134417368,0.8592894134417368,0.8592894134417368
0.999789997899979,0.07899999999999995,0.8707800912329565,0.8707800912329565,0.8707800912329565
0.999869998699987,0.07999999999999995,0.8821863519743667,0.8821863519743667,0.8821863519743667
0.999949999499995,0.08199999999999993,0.9047438739890642,0.9047438739890642,0.9047438739890642
1.0,0.08399999999999994,0.9269590796522904,0.9269590796522904,0.9269590796522904
1.0,0.08499999999999994,0.9379376543255846,0.9379376543255846,0.9379376543255846
0.999969999699997,0.08299999999999993,0.9158944116969473,0.9158944116969473,0.9158944116969473
1.0,0.08699999999999994,0.9596317654976477,0.9596317654976477,0.9596317654976477
1.0,0.08799999999999994,0.9703473478837676,0.9703473478837676,0.9703473478837676
1.0,0.08899999999999994,0.9809762360272972,0.9809762360272972,0.9809762360272972
1.0,0.08599999999999994,0.9488295294315809,0.9488295294315809,0.9488295294315809
1.0,0.09099999999999993,1.0019739733936217,1.0019739733936217,1.0019739733936217
1.0,0.09199999999999993,1.0123429415381446,1.0123429415381446,1.0123429415381446
