,hit_chance,period,p99,p99_lower,p99_upper
0,2.000020000200002e-05,0.018000000000000002,14.104000000000045,14.104000000000045,14.104000000000045
1,5.000050000500005e-05,0.019000000000000003,14.090999999999994,14.090999999999994,14.090999999999994
2,0.0002100021000210002,0.020000000000000004,14.000000000000032,14.000000000000032,14.000000000000032
3,0.000990009900099001,0.021000000000000005,14.103999999999987,14.103999999999987,14.103999999999987
4,0.002900029000290003,0.022000000000000006,577.9232272267236,602.0918209350526,348.75833911137266
5,0.007710077100771008,0.023000000000000007,486.56251614113,6616.930927389038,14.006499999999987
6,0.017340173401734018,0.024000000000000007,53792.63965417826,600.5815837384598,3803.201442654234
7,0.03492034920349203,0.02500000000000001,31775.619223735845,3844.256473265904,19812.60529796764
8,0.056890568905689054,0.02600000000000001,334.9398013039773,166.7671091899993,24686.88864483222
9,0.07493074930749308,0.02700000000000001,502.6633037275607,33965.74424383015,119.24375719085567
10,0.09301093010930109,0.02800000000000001,11527.740225874331,398.3175962793567,35.86989852243607
11,0.11574115741157412,0.029000000000000012,117.8495477217207,47671.10836870788,297.30281573878966
12,0.14608146081460816,0.030000000000000013,2434.8856212721007,6027.5795788910145,914.009533956187
13,0.18637186371863718,0.031000000000000014,39.70151651370653,9.959791700556691,539.1883248671296
14,0.23915239152391524,0.032000000000000015,798.3681727485579,2812.2762146265336,148.54268223759726
15,0.31050310503105033,0.033000000000000015,2.976243815292554,1.607839962540913,2.6699186751730752
16,0.3982339823398234,0.034000000000000016,0.29500412209992555,0.6638246918936416,1.3296727041763474
17,0.4967349673496735,0.03500000000000002,1.020410638896073,0.6829334936483904,0.6588848385785695
18,0.5961159611596116,0.03600000000000002,3.577067821002793,0.3211355730342289,0.35921887577989353
19,0.6881668816688167,0.03700000000000002,1.0876906191225377,0.37016753868654795,0.37016753868654795
20,0.7699776997769978,0.03800000000000002,0.3809338881551593,0.3809338881551593,0.3809338881551593
21,0.8377483774837748,0.03900000000000002,0.3915123936954983,0.7561659047451712,0.3915123936954983
22,0.8907189071890719,0.04000000000000002,0.40189821101744927,0.40189821101744927,0.40189821101744927
23,0.929959299592996,0.04100000000000002,0.4120871340086032,0.4120871340086032,0.4120871340086032
24,0.9566395663956639,0.04200000000000002,0.42207555005170083,0.42207555005170083,0.42207555005170083
25,0.974909749097491,0.043000000000000024,0.851316541165016,0.43186039857828906,0.43186039857828906
26,0.986489864898649,0.044000000000000025,0.4414391327989694,0.4414391327989694,0.4414391327989694
27,0.992679926799268,0.045000000000000026,0.45080968460567383,0.45080968460567383,0.45080968460567383
28,0.996209962099621,0.04600000000000003,0.4599703468965809,0.4599703468965809,0.4599703468965809
29,0.998229982299823,0.04700000000000003,0.4689198061788692,0.4689198061788692,0.4689198061788692
30,0.999219992199922,0.04800000000000003,0.48106447978796607,0.48106447978796607,0.48106447978796607
31,0.999679996799968,0.04900000000000003,0.4944161941123737,0.4944161941123737,0.4944161941123737
32,0.999869998699987,0.05000000000000003,0.5077461084724614,0.5077461084724614,0.5077461084724614
33,0.999939999399994,0.05100000000000003,0.521049778233707,0.521049778233707,0.521049778233707
